onset	duration	sample	type	value
272.8918	0	68223.95	n/a	QRS
273.032	0.0002	68259	SyncStatus	Sync On
273.7518	0	68438.95	n/a	QRS
274.6418	0	68661.45	n/a	QRS
275.032	0.0002	68759	SyncStatus	Sync On
275.6418	0	68911.45	n/a	QRS
276.6318	0	69158.95	n/a	QRS
277.032	0.0002	69259	SyncStatus	Sync On
277.6118	0	69403.95	n/a	QRS
278.4818	0	69621.45	n/a	QRS
279.032	0.0002	69759	SyncStatus	Sync On
279.3118	0	69828.95	n/a	QRS
280.1518	0	70038.95	n/a	QRS
281.0318	0	70258.95	n/a	QRS
281.032	0.0002	70259	SyncStatus	Sync On
281.9518	0	70488.95	n/a	QRS
282.8718	0	70718.95	n/a	QRS
283.032	0.0002	70759	SyncStatus	Sync On
283.7318	0	70933.95	n/a	QRS
284.5818	0	71146.45	n/a	QRS
285.032	0.0002	71259	SyncStatus	Sync On
285.4718	0	71368.95	n/a	QRS
286.4118	0	71603.95	n/a	QRS
287.032	0.0002	71759	SyncStatus	Sync On
287.3118	0	71828.95	n/a	QRS
288.078	1.34	72020.5	n/a	boundary
